UserLoginId,score,Score_Bucket
100810,0.535239,0.40-0.60 Medium
100769,0.532607,0.40-0.60 Medium
100781,0.529128,0.40-0.60 Medium
100475,0.527159,0.40-0.60 Medium
100942,0.52617,0.40-0.60 Medium
100634,0.525688,0.40-0.60 Medium
100325,0.525054,0.40-0.60 Medium
100604,0.524209,0.40-0.60 Medium
101209,0.522786,0.40-0.60 Medium
100896,0.520341,0.40-0.60 Medium
100363,0.520157,0.40-0.60 Medium
100180,0.517934,0.40-0.60 Medium
100666,0.517849,0.40-0.60 Medium
101039,0.512178,0.40-0.60 Medium
100197,0.510121,0.40-0.60 Medium
100028,0.51007,0.40-0.60 Medium
101307,0.507414,0.40-0.60 Medium
100635,0.503416,0.40-0.60 Medium
101319,0.502729,0.40-0.60 Medium
100375,0.501284,0.40-0.60 Medium
100415,0.5007,0.40-0.60 Medium
101340,0.500569,0.40-0.60 Medium
101494,0.500352,0.40-0.60 Medium
101019,0.496815,0.40-0.60 Medium
101472,0.494844,0.40-0.60 Medium
100668,0.493613,0.40-0.60 Medium
101379,0.493584,0.40-0.60 Medium
100406,0.492093,0.40-0.60 Medium
100549,0.490751,0.40-0.60 Medium
100895,0.489988,0.40-0.60 Medium
101047,0.489544,0.40-0.60 Medium
100261,0.489373,0.40-0.60 Medium
100162,0.486638,0.40-0.60 Medium
100946,0.485754,0.40-0.60 Medium
101420,0.485238,0.40-0.60 Medium
101240,0.484575,0.40-0.60 Medium
100359,0.483862,0.40-0.60 Medium
101276,0.480662,0.40-0.60 Medium
100178,0.479301,0.40-0.60 Medium
100770,0.478939,0.40-0.60 Medium
100535,0.478299,0.40-0.60 Medium
101444,0.477051,0.40-0.60 Medium
100232,0.475294,0.40-0.60 Medium
100696,0.473584,0.40-0.60 Medium
101102,0.47303,0.40-0.60 Medium
101458,0.472011,0.40-0.60 Medium
101433,0.470507,0.40-0.60 Medium
101148,0.469663,0.40-0.60 Medium
101312,0.468738,0.40-0.60 Medium
100070,0.468073,0.40-0.60 Medium
100377,0.466691,0.40-0.60 Medium
100332,0.463976,0.40-0.60 Medium
100602,0.462947,0.40-0.60 Medium
100868,0.462832,0.40-0.60 Medium
100565,0.461663,0.40-0.60 Medium
101096,0.460952,0.40-0.60 Medium
101249,0.460313,0.40-0.60 Medium
101135,0.457869,0.40-0.60 Medium
100052,0.457119,0.40-0.60 Medium
100891,0.455924,0.40-0.60 Medium
100907,0.455198,0.40-0.60 Medium
101195,0.4538,0.40-0.60 Medium
100338,0.452965,0.40-0.60 Medium
100947,0.452158,0.40-0.60 Medium
101355,0.447662,0.40-0.60 Medium
100065,0.447662,0.40-0.60 Medium
100416,0.4467,0.40-0.60 Medium
100626,0.446038,0.40-0.60 Medium
100308,0.443232,0.40-0.60 Medium
100940,0.442386,0.40-0.60 Medium
101287,0.442272,0.40-0.60 Medium
100344,0.440619,0.40-0.60 Medium
100457,0.440429,0.40-0.60 Medium
100762,0.440327,0.40-0.60 Medium
100356,0.440044,0.40-0.60 Medium
101002,0.439675,0.40-0.60 Medium
100772,0.439205,0.40-0.60 Medium
101331,0.43883,0.40-0.60 Medium
100563,0.438695,0.40-0.60 Medium
100506,0.436398,0.40-0.60 Medium
100140,0.436298,0.40-0.60 Medium
100965,0.435508,0.40-0.60 Medium
100933,0.435087,0.40-0.60 Medium
100533,0.434802,0.40-0.60 Medium
101194,0.434082,0.40-0.60 Medium
101346,0.433565,0.40-0.60 Medium
100508,0.43336,0.40-0.60 Medium
100384,0.43198,0.40-0.60 Medium
101255,0.431763,0.40-0.60 Medium
100780,0.430975,0.40-0.60 Medium
100000,0.430141,0.40-0.60 Medium
100444,0.430094,0.40-0.60 Medium
100413,0.429605,0.40-0.60 Medium
100825,0.428777,0.40-0.60 Medium
101283,0.428705,0.40-0.60 Medium
100832,0.42836,0.40-0.60 Medium
100015,0.427901,0.40-0.60 Medium
100877,0.427459,0.40-0.60 Medium
101371,0.427002,0.40-0.60 Medium
100771,0.426206,0.40-0.60 Medium
100603,0.424562,0.40-0.60 Medium
100811,0.42427,0.40-0.60 Medium
101305,0.42417,0.40-0.60 Medium
100493,0.424084,0.40-0.60 Medium
100768,0.423914,0.40-0.60 Medium
101470,0.423819,0.40-0.60 Medium
100970,0.423347,0.40-0.60 Medium
100898,0.421533,0.40-0.60 Medium
100037,0.421351,0.40-0.60 Medium
100816,0.420912,0.40-0.60 Medium
101014,0.420338,0.40-0.60 Medium
101121,0.419622,0.40-0.60 Medium
101485,0.419441,0.40-0.60 Medium
101220,0.41834,0.40-0.60 Medium
100712,0.417984,0.40-0.60 Medium
100663,0.416506,0.40-0.60 Medium
100188,0.416174,0.40-0.60 Medium
100686,0.415757,0.40-0.60 Medium
101051,0.412341,0.40-0.60 Medium
100707,0.41197,0.40-0.60 Medium
100854,0.411585,0.40-0.60 Medium
100963,0.410054,0.40-0.60 Medium
101261,0.408964,0.40-0.60 Medium
100318,0.408766,0.40-0.60 Medium
100113,0.408253,0.40-0.60 Medium
100483,0.407002,0.40-0.60 Medium
100847,0.406711,0.40-0.60 Medium
101053,0.405801,0.40-0.60 Medium
101099,0.403898,0.40-0.60 Medium
100152,0.402962,0.40-0.60 Medium
100893,0.402722,0.40-0.60 Medium
101061,0.402528,0.40-0.60 Medium
101313,0.402517,0.40-0.60 Medium
100552,0.400644,0.40-0.60 Medium
101421,0.400368,0.40-0.60 Medium
101191,0.399448,0.20-0.40 Low
100687,0.398731,0.20-0.40 Low
100823,0.398257,0.20-0.40 Low
101036,0.397774,0.20-0.40 Low
100523,0.397428,0.20-0.40 Low
100382,0.397232,0.20-0.40 Low
101236,0.396671,0.20-0.40 Low
100728,0.396157,0.20-0.40 Low
100561,0.393848,0.20-0.40 Low
101196,0.393313,0.20-0.40 Low
101006,0.392991,0.20-0.40 Low
101028,0.392358,0.20-0.40 Low
100987,0.391369,0.20-0.40 Low
100641,0.39073,0.20-0.40 Low
101373,0.390196,0.20-0.40 Low
101013,0.389577,0.20-0.40 Low
100430,0.387779,0.20-0.40 Low
100388,0.387178,0.20-0.40 Low
100069,0.386088,0.20-0.40 Low
101478,0.385351,0.20-0.40 Low
100491,0.383673,0.20-0.40 Low
100936,0.382677,0.20-0.40 Low
101321,0.38245,0.20-0.40 Low
100080,0.382444,0.20-0.40 Low
101174,0.38237,0.20-0.40 Low
100593,0.381439,0.20-0.40 Low
101326,0.38131,0.20-0.40 Low
100371,0.381068,0.20-0.40 Low
100405,0.380014,0.20-0.40 Low
100191,0.37976,0.20-0.40 Low
101171,0.379557,0.20-0.40 Low
100224,0.379025,0.20-0.40 Low
100289,0.379011,0.20-0.40 Low
100845,0.378704,0.20-0.40 Low
101245,0.37853,0.20-0.40 Low
100622,0.377944,0.20-0.40 Low
101161,0.377423,0.20-0.40 Low
100751,0.376902,0.20-0.40 Low
101232,0.37686,0.20-0.40 Low
100414,0.376532,0.20-0.40 Low
100827,0.37637,0.20-0.40 Low
100737,0.374141,0.20-0.40 Low
100231,0.374026,0.20-0.40 Low
100519,0.373581,0.20-0.40 Low
101353,0.373539,0.20-0.40 Low
100130,0.373281,0.20-0.40 Low
100968,0.372179,0.20-0.40 Low
101183,0.369816,0.20-0.40 Low
100691,0.369785,0.20-0.40 Low
100134,0.369546,0.20-0.40 Low
100017,0.369359,0.20-0.40 Low
101334,0.369015,0.20-0.40 Low
100595,0.367993,0.20-0.40 Low
101147,0.367351,0.20-0.40 Low
100627,0.366258,0.20-0.40 Low
101110,0.366252,0.20-0.40 Low
100516,0.366134,0.20-0.40 Low
100393,0.36524,0.20-0.40 Low
100812,0.36517,0.20-0.40 Low
100216,0.364643,0.20-0.40 Low
100755,0.364252,0.20-0.40 Low
101320,0.36265,0.20-0.40 Low
100193,0.362295,0.20-0.40 Low
100608,0.360652,0.20-0.40 Low
100492,0.360602,0.20-0.40 Low
100577,0.358632,0.20-0.40 Low
101389,0.358534,0.20-0.40 Low
100156,0.358286,0.20-0.40 Low
100174,0.357931,0.20-0.40 Low
101251,0.357563,0.20-0.40 Low
100890,0.357422,0.20-0.40 Low
101497,0.35732,0.20-0.40 Low
100155,0.357278,0.20-0.40 Low
100297,0.356769,0.20-0.40 Low
100160,0.356612,0.20-0.40 Low
100711,0.356175,0.20-0.40 Low
100207,0.356075,0.20-0.40 Low
100732,0.355257,0.20-0.40 Low
101134,0.354769,0.20-0.40 Low
100982,0.353588,0.20-0.40 Low
101243,0.353105,0.20-0.40 Low
100040,0.352951,0.20-0.40 Low
100971,0.352241,0.20-0.40 Low
100319,0.352094,0.20-0.40 Low
101165,0.350689,0.20-0.40 Low
101267,0.350645,0.20-0.40 Low
100969,0.350401,0.20-0.40 Low
100657,0.349497,0.20-0.40 Low
101450,0.348719,0.20-0.40 Low
101372,0.348248,0.20-0.40 Low
101151,0.34748,0.20-0.40 Low
101092,0.347258,0.20-0.40 Low
100526,0.346501,0.20-0.40 Low
100698,0.345573,0.20-0.40 Low
100507,0.34493,0.20-0.40 Low
100792,0.34471,0.20-0.40 Low
100470,0.344588,0.20-0.40 Low
100420,0.344209,0.20-0.40 Low
101348,0.342511,0.20-0.40 Low
101229,0.342329,0.20-0.40 Low
100620,0.341506,0.20-0.40 Low
100132,0.341166,0.20-0.40 Low
100865,0.340588,0.20-0.40 Low
100605,0.340012,0.20-0.40 Low
100107,0.339379,0.20-0.40 Low
100267,0.339295,0.20-0.40 Low
100048,0.338919,0.20-0.40 Low
100822,0.338559,0.20-0.40 Low
101314,0.338465,0.20-0.40 Low
100089,0.338395,0.20-0.40 Low
100077,0.337963,0.20-0.40 Low
100184,0.337345,0.20-0.40 Low
100878,0.337285,0.20-0.40 Low
100904,0.337232,0.20-0.40 Low
101018,0.336687,0.20-0.40 Low
101275,0.336605,0.20-0.40 Low
101407,0.336421,0.20-0.40 Low
100709,0.335935,0.20-0.40 Low
101390,0.335524,0.20-0.40 Low
101116,0.334847,0.20-0.40 Low
100142,0.334204,0.20-0.40 Low
100803,0.333057,0.20-0.40 Low
100962,0.332623,0.20-0.40 Low
100001,0.332037,0.20-0.40 Low
101489,0.331838,0.20-0.40 Low
100553,0.331596,0.20-0.40 Low
100056,0.330978,0.20-0.40 Low
100993,0.330347,0.20-0.40 Low
100326,0.329911,0.20-0.40 Low
100122,0.329896,0.20-0.40 Low
101403,0.329755,0.20-0.40 Low
100242,0.329324,0.20-0.40 Low
100637,0.328658,0.20-0.40 Low
100138,0.328584,0.20-0.40 Low
101009,0.328508,0.20-0.40 Low
100578,0.328402,0.20-0.40 Low
101201,0.328253,0.20-0.40 Low
101440,0.328001,0.20-0.40 Low
100103,0.327927,0.20-0.40 Low
100912,0.327654,0.20-0.40 Low
101262,0.327399,0.20-0.40 Low
100395,0.325929,0.20-0.40 Low
101032,0.325831,0.20-0.40 Low
101297,0.325559,0.20-0.40 Low
100689,0.324697,0.20-0.40 Low
100397,0.32463,0.20-0.40 Low
101418,0.324336,0.20-0.40 Low
100546,0.324142,0.20-0.40 Low
101015,0.323185,0.20-0.40 Low
100853,0.323043,0.20-0.40 Low
100294,0.322953,0.20-0.40 Low
101449,0.321827,0.20-0.40 Low
100266,0.32142,0.20-0.40 Low
100159,0.3209,0.20-0.40 Low
100390,0.319999,0.20-0.40 Low
100726,0.319464,0.20-0.40 Low
100861,0.319205,0.20-0.40 Low
100306,0.319153,0.20-0.40 Low
100588,0.31839,0.20-0.40 Low
100809,0.318155,0.20-0.40 Low
100366,0.317749,0.20-0.40 Low
100795,0.317727,0.20-0.40 Low
101075,0.317495,0.20-0.40 Low
101142,0.317459,0.20-0.40 Low
101448,0.317213,0.20-0.40 Low
100522,0.317,0.20-0.40 Low
100554,0.316867,0.20-0.40 Low
100124,0.316718,0.20-0.40 Low
100899,0.316288,0.20-0.40 Low
101298,0.316059,0.20-0.40 Low
100966,0.315738,0.20-0.40 Low
100920,0.315264,0.20-0.40 Low
100497,0.314967,0.20-0.40 Low
100400,0.314109,0.20-0.40 Low
100192,0.314009,0.20-0.40 Low
100805,0.313849,0.20-0.40 Low
100647,0.31304,0.20-0.40 Low
100731,0.312768,0.20-0.40 Low
101324,0.312685,0.20-0.40 Low
100010,0.31242,0.20-0.40 Low
101482,0.312093,0.20-0.40 Low
100568,0.311737,0.20-0.40 Low
101347,0.311587,0.20-0.40 Low
100383,0.311296,0.20-0.40 Low
100481,0.311101,0.20-0.40 Low
101040,0.310879,0.20-0.40 Low
101404,0.310429,0.20-0.40 Low
100270,0.309558,0.20-0.40 Low
101328,0.309312,0.20-0.40 Low
100007,0.30891,0.20-0.40 Low
101301,0.308783,0.20-0.40 Low
101479,0.308674,0.20-0.40 Low
101439,0.308548,0.20-0.40 Low
101386,0.307902,0.20-0.40 Low
100292,0.307887,0.20-0.40 Low
100955,0.306926,0.20-0.40 Low
101029,0.3069,0.20-0.40 Low
101086,0.306303,0.20-0.40 Low
101052,0.3063,0.20-0.40 Low
101368,0.306257,0.20-0.40 Low
100050,0.306139,0.20-0.40 Low
100886,0.306105,0.20-0.40 Low
100365,0.305185,0.20-0.40 Low
101008,0.304376,0.20-0.40 Low
100851,0.304264,0.20-0.40 Low
100849,0.303711,0.20-0.40 Low
101188,0.302727,0.20-0.40 Low
100213,0.302288,0.20-0.40 Low
100369,0.301928,0.20-0.40 Low
100880,0.301155,0.20-0.40 Low
101105,0.300906,0.20-0.40 Low
100417,0.300217,0.20-0.40 Low
100972,0.300206,0.20-0.40 Low
100168,0.299719,0.20-0.40 Low
101356,0.299648,0.20-0.40 Low
100916,0.298969,0.20-0.40 Low
100046,0.298747,0.20-0.40 Low
101095,0.298653,0.20-0.40 Low
100538,0.298404,0.20-0.40 Low
101217,0.297463,0.20-0.40 Low
100777,0.296982,0.20-0.40 Low
100708,0.296362,0.20-0.40 Low
100690,0.296326,0.20-0.40 Low
100448,0.296164,0.20-0.40 Low
100928,0.29575,0.20-0.40 Low
101026,0.295658,0.20-0.40 Low
100169,0.295651,0.20-0.40 Low
100235,0.295509,0.20-0.40 Low
101150,0.295282,0.20-0.40 Low
100986,0.295171,0.20-0.40 Low
100793,0.294566,0.20-0.40 Low
101499,0.293916,0.20-0.40 Low
101198,0.293155,0.20-0.40 Low
101071,0.293152,0.20-0.40 Low
100903,0.292653,0.20-0.40 Low
100164,0.292425,0.20-0.40 Low
101223,0.292377,0.20-0.40 Low
100957,0.292198,0.20-0.40 Low
101396,0.291505,0.20-0.40 Low
101228,0.291371,0.20-0.40 Low
101317,0.290795,0.20-0.40 Low
100146,0.290243,0.20-0.40 Low
100324,0.29016,0.20-0.40 Low
100885,0.289648,0.20-0.40 Low
100802,0.289312,0.20-0.40 Low
100574,0.289223,0.20-0.40 Low
100043,0.288696,0.20-0.40 Low
100482,0.288259,0.20-0.40 Low
100922,0.28821,0.20-0.40 Low
100268,0.287695,0.20-0.40 Low
100754,0.287643,0.20-0.40 Low
100310,0.28757,0.20-0.40 Low
101349,0.287071,0.20-0.40 Low
100550,0.286944,0.20-0.40 Low
100147,0.286865,0.20-0.40 Low
100468,0.286764,0.20-0.40 Low
101244,0.286716,0.20-0.40 Low
100434,0.286516,0.20-0.40 Low
100973,0.286406,0.20-0.40 Low
100106,0.285782,0.20-0.40 Low
100856,0.285705,0.20-0.40 Low
101091,0.284961,0.20-0.40 Low
101156,0.284506,0.20-0.40 Low
101204,0.284378,0.20-0.40 Low
100630,0.284024,0.20-0.40 Low
101146,0.282913,0.20-0.40 Low
100086,0.282838,0.20-0.40 Low
100789,0.282807,0.20-0.40 Low
100009,0.282396,0.20-0.40 Low
100381,0.281978,0.20-0.40 Low
100619,0.281959,0.20-0.40 Low
101277,0.281909,0.20-0.40 Low
101339,0.281421,0.20-0.40 Low
100979,0.281227,0.20-0.40 Low
101460,0.28103,0.20-0.40 Low
101129,0.280763,0.20-0.40 Low
101408,0.280584,0.20-0.40 Low
100349,0.280502,0.20-0.40 Low
101359,0.280488,0.20-0.40 Low
100455,0.279915,0.20-0.40 Low
100784,0.279884,0.20-0.40 Low
100127,0.279831,0.20-0.40 Low
101041,0.279385,0.20-0.40 Low
100977,0.279064,0.20-0.40 Low
100175,0.279012,0.20-0.40 Low
100166,0.277665,0.20-0.40 Low
101278,0.277358,0.20-0.40 Low
100653,0.277036,0.20-0.40 Low
100364,0.276772,0.20-0.40 Low
100189,0.276732,0.20-0.40 Low
101144,0.275503,0.20-0.40 Low
101280,0.275432,0.20-0.40 Low
100745,0.275431,0.20-0.40 Low
101160,0.27514,0.20-0.40 Low
100950,0.274967,0.20-0.40 Low
100013,0.274816,0.20-0.40 Low
101089,0.274666,0.20-0.40 Low
100490,0.274581,0.20-0.40 Low
100514,0.274293,0.20-0.40 Low
100431,0.27389,0.20-0.40 Low
101034,0.27384,0.20-0.40 Low
100738,0.273015,0.20-0.40 Low
100681,0.272808,0.20-0.40 Low
100813,0.272763,0.20-0.40 Low
100582,0.272402,0.20-0.40 Low
100632,0.272214,0.20-0.40 Low
100618,0.271794,0.20-0.40 Low
100624,0.271652,0.20-0.40 Low
100186,0.271073,0.20-0.40 Low
100133,0.270764,0.20-0.40 Low
100298,0.270588,0.20-0.40 Low
100575,0.270447,0.20-0.40 Low
100376,0.270269,0.20-0.40 Low
101103,0.270054,0.20-0.40 Low
100892,0.269549,0.20-0.40 Low
100061,0.269471,0.20-0.40 Low
100733,0.269446,0.20-0.40 Low
100527,0.268931,0.20-0.40 Low
100057,0.268572,0.20-0.40 Low
100051,0.268526,0.20-0.40 Low
100736,0.268401,0.20-0.40 Low
101152,0.268377,0.20-0.40 Low
100688,0.268349,0.20-0.40 Low
101024,0.267519,0.20-0.40 Low
101248,0.267129,0.20-0.40 Low
100610,0.266911,0.20-0.40 Low
100929,0.266639,0.20-0.40 Low
100092,0.26602,0.20-0.40 Low
100126,0.265695,0.20-0.40 Low
101076,0.265489,0.20-0.40 Low
100560,0.265376,0.20-0.40 Low
100746,0.265151,0.20-0.40 Low
101077,0.264975,0.20-0.40 Low
100479,0.264505,0.20-0.40 Low
101189,0.264388,0.20-0.40 Low
101363,0.263961,0.20-0.40 Low
100531,0.263951,0.20-0.40 Low
101358,0.263305,0.20-0.40 Low
100277,0.263082,0.20-0.40 Low
101226,0.262932,0.20-0.40 Low
100794,0.262708,0.20-0.40 Low
100446,0.262358,0.20-0.40 Low
100744,0.262282,0.20-0.40 Low
100670,0.262072,0.20-0.40 Low
100498,0.261797,0.20-0.40 Low
100765,0.261444,0.20-0.40 Low
100980,0.260965,0.20-0.40 Low
100262,0.260325,0.20-0.40 Low
101038,0.259995,0.20-0.40 Low
100131,0.259814,0.20-0.40 Low
101020,0.259783,0.20-0.40 Low
101068,0.259714,0.20-0.40 Low
101360,0.2587,0.20-0.40 Low
100715,0.258657,0.20-0.40 Low
100024,0.258262,0.20-0.40 Low
100692,0.257846,0.20-0.40 Low
101354,0.257699,0.20-0.40 Low
100644,0.257613,0.20-0.40 Low
100860,0.257424,0.20-0.40 Low
100233,0.257414,0.20-0.40 Low
100196,0.257267,0.20-0.40 Low
101106,0.257126,0.20-0.40 Low
101350,0.257031,0.20-0.40 Low
100866,0.256779,0.20-0.40 Low
101004,0.256408,0.20-0.40 Low
100683,0.256161,0.20-0.40 Low
100649,0.255105,0.20-0.40 Low
100251,0.254873,0.20-0.40 Low
101065,0.254556,0.20-0.40 Low
100863,0.254295,0.20-0.40 Low
101074,0.254294,0.20-0.40 Low
100569,0.254293,0.20-0.40 Low
100271,0.253982,0.20-0.40 Low
100293,0.253888,0.20-0.40 Low
101399,0.253778,0.20-0.40 Low
101130,0.25354,0.20-0.40 Low
100953,0.253333,0.20-0.40 Low
101383,0.253266,0.20-0.40 Low
100826,0.25325,0.20-0.40 Low
100143,0.253062,0.20-0.40 Low
101406,0.252893,0.20-0.40 Low
100255,0.252888,0.20-0.40 Low
100236,0.252647,0.20-0.40 Low
100079,0.252644,0.20-0.40 Low
100767,0.252561,0.20-0.40 Low
101017,0.252352,0.20-0.40 Low
100398,0.252259,0.20-0.40 Low
100557,0.252197,0.20-0.40 Low
100734,0.252134,0.20-0.40 Low
100237,0.251945,0.20-0.40 Low
100511,0.251539,0.20-0.40 Low
100676,0.250661,0.20-0.40 Low
101227,0.250466,0.20-0.40 Low
101282,0.250172,0.20-0.40 Low
101182,0.250163,0.20-0.40 Low
101033,0.249845,0.20-0.40 Low
100084,0.249301,0.20-0.40 Low
101377,0.249214,0.20-0.40 Low
100401,0.249139,0.20-0.40 Low
100594,0.248638,0.20-0.40 Low
100055,0.248364,0.20-0.40 Low
101063,0.248086,0.20-0.40 Low
101045,0.247982,0.20-0.40 Low
100025,0.247945,0.20-0.40 Low
100636,0.247816,0.20-0.40 Low
100796,0.247491,0.20-0.40 Low
100302,0.247378,0.20-0.40 Low
100766,0.247277,0.20-0.40 Low
101416,0.24689,0.20-0.40 Low
101126,0.246605,0.20-0.40 Low
101398,0.246569,0.20-0.40 Low
100347,0.246463,0.20-0.40 Low
101428,0.246359,0.20-0.40 Low
100487,0.245979,0.20-0.40 Low
100705,0.24554,0.20-0.40 Low
101306,0.24521,0.20-0.40 Low
100380,0.245173,0.20-0.40 Low
100053,0.245059,0.20-0.40 Low
101177,0.24438,0.20-0.40 Low
100925,0.24388,0.20-0.40 Low
101203,0.24385,0.20-0.40 Low
100041,0.243838,0.20-0.40 Low
100157,0.243418,0.20-0.40 Low
101215,0.243367,0.20-0.40 Low
100547,0.2431,0.20-0.40 Low
101238,0.242885,0.20-0.40 Low
100035,0.242743,0.20-0.40 Low
100671,0.242624,0.20-0.40 Low
100673,0.242555,0.20-0.40 Low
100994,0.242163,0.20-0.40 Low
100467,0.24198,0.20-0.40 Low
101066,0.241903,0.20-0.40 Low
100778,0.241542,0.20-0.40 Low
100873,0.241459,0.20-0.40 Low
100317,0.240974,0.20-0.40 Low
100930,0.24091,0.20-0.40 Low
100203,0.240335,0.20-0.40 Low
100204,0.240172,0.20-0.40 Low
101495,0.240075,0.20-0.40 Low
100871,0.239742,0.20-0.40 Low
100472,0.239391,0.20-0.40 Low
100407,0.239008,0.20-0.40 Low
101170,0.238803,0.20-0.40 Low
101466,0.238788,0.20-0.40 Low
101263,0.237489,0.20-0.40 Low
101388,0.237413,0.20-0.40 Low
101493,0.237281,0.20-0.40 Low
100959,0.23705,0.20-0.40 Low
100783,0.237008,0.20-0.40 Low
101157,0.236857,0.20-0.40 Low
100551,0.236733,0.20-0.40 Low
101270,0.236553,0.20-0.40 Low
100981,0.236203,0.20-0.40 Low
100536,0.236057,0.20-0.40 Low
100419,0.235301,0.20-0.40 Low
101056,0.235217,0.20-0.40 Low
101246,0.234236,0.20-0.40 Low
101111,0.234168,0.20-0.40 Low
101230,0.234156,0.20-0.40 Low
100105,0.234109,0.20-0.40 Low
101250,0.23383,0.20-0.40 Low
100090,0.233765,0.20-0.40 Low
101336,0.233548,0.20-0.40 Low
100118,0.233418,0.20-0.40 Low
100125,0.233285,0.20-0.40 Low
100463,0.233259,0.20-0.40 Low
101072,0.232976,0.20-0.40 Low
100026,0.232937,0.20-0.40 Low
100374,0.232905,0.20-0.40 Low
101202,0.23273,0.20-0.40 Low
100361,0.232633,0.20-0.40 Low
100743,0.23241,0.20-0.40 Low
100274,0.232129,0.20-0.40 Low
101179,0.231887,0.20-0.40 Low
100763,0.231863,0.20-0.40 Low
101461,0.231245,0.20-0.40 Low
100996,0.231184,0.20-0.40 Low
100806,0.230862,0.20-0.40 Low
100355,0.230787,0.20-0.40 Low
101094,0.230558,0.20-0.40 Low
100900,0.230483,0.20-0.40 Low
100543,0.230422,0.20-0.40 Low
101296,0.230391,0.20-0.40 Low
100003,0.230371,0.20-0.40 Low
100391,0.229882,0.20-0.40 Low
100952,0.229593,0.20-0.40 Low
101415,0.228732,0.20-0.40 Low
100394,0.228377,0.20-0.40 Low
101394,0.228328,0.20-0.40 Low
100095,0.228122,0.20-0.40 Low
100741,0.227649,0.20-0.40 Low
101266,0.227606,0.20-0.40 Low
101218,0.227471,0.20-0.40 Low
100833,0.227073,0.20-0.40 Low
101003,0.22669,0.20-0.40 Low
100185,0.226107,0.20-0.40 Low
100173,0.2259,0.20-0.40 Low
100961,0.225631,0.20-0.40 Low
101139,0.225212,0.20-0.40 Low
100312,0.225161,0.20-0.40 Low
100183,0.224924,0.20-0.40 Low
100350,0.224378,0.20-0.40 Low
100859,0.223785,0.20-0.40 Low
101181,0.223694,0.20-0.40 Low
100499,0.223679,0.20-0.40 Low
100269,0.223501,0.20-0.40 Low
100074,0.222125,0.20-0.40 Low
100392,0.222084,0.20-0.40 Low
100063,0.222077,0.20-0.40 Low
101114,0.221852,0.20-0.40 Low
101184,0.221739,0.20-0.40 Low
100938,0.221713,0.20-0.40 Low
100525,0.221271,0.20-0.40 Low
100163,0.220836,0.20-0.40 Low
100425,0.220723,0.20-0.40 Low
101143,0.220698,0.20-0.40 Low
100838,0.220621,0.20-0.40 Low
100062,0.220251,0.20-0.40 Low
100111,0.219948,0.20-0.40 Low
101109,0.219567,0.20-0.40 Low
101431,0.219515,0.20-0.40 Low
100760,0.219503,0.20-0.40 Low
101180,0.219014,0.20-0.40 Low
100373,0.218942,0.20-0.40 Low
100937,0.218416,0.20-0.40 Low
100418,0.217864,0.20-0.40 Low
100967,0.217354,0.20-0.40 Low
101300,0.217224,0.20-0.40 Low
101286,0.217048,0.20-0.40 Low
100022,0.21674,0.20-0.40 Low
101112,0.21672,0.20-0.40 Low
101158,0.216655,0.20-0.40 Low
100642,0.216563,0.20-0.40 Low
