UserLoginId,SignupDay,SignupTime,DeviceType,IsFreeConsultationTaken,CountryId,Gender,Age,City,State,HasTakenChatConsultation,HasTakenCallConsultation,HasTakenOtherConsultation,HasRated,HasReviewed,HadPositiveInteraction,HadNegativeInteraction,HasUsedGift,app_version,device_manufacturer,device_name,isp,language,os_name,os_version,platform,store,lifetime_session_count,session_count,time_spent,Acquisition Source,Campaign,Campaign Adgroup,Campaign Group,HasRecharged
100010,Sun,0,Android,1,4,Male,24.0,Unknown,Delhi,1,0,0,0,1,0,0,0,2.0,Oppo,Y21,Jio,Hindi,Android,11,app,play_store,4,4,791.8,organic,brand,ag2,none,1
100011,Wed,17,Web,1,1,Male,47.0,Jaipur,MP,0,0,0,0,0,0,0,0,1.0,OnePlus,Reno,BSNL,Tamil,iOS,11,app,web,11,2,134.7,referral,brand,ag1,organic,1
100012,Wed,0,Android,1,3,Female,39.0,Bangalore,Unknown,0,0,1,0,0,0,0,1,1.0,OnePlus,A12,Jio,Tamil,Android,11,web,app_store,8,2,144.2,google,generic,ag1,crm,0
100013,Fri,12,Android,0,1,Female,33.0,Unknown,Maharashtra,1,0,0,0,0,1,0,0,1.1,Vivo,Y21,Other,Marathi,Android,16,app,play_store,8,2,356.3,organic,remarketing,ag3,organic,1
100014,Thu,19,Android,0,1,Male,34.0,Indore,Karnataka,0,0,0,1,0,0,0,0,2.1,OnePlus,Note 10,Vi,Tamil,iOS,14,web,play_store,9,3,87.3,organic,generic,none,none,0
100015,Wed,19,Android,0,1,Male,23.0,Mumbai,Karnataka,0,0,0,0,0,0,0,0,1.2,Samsung,A12,Other,Marathi,Android,13,app,play_store,13,3,396.5,google,generic,ag2,organic,0
100016,Sat,22,Android,0,4,Male,28.0,Jaipur,Karnataka,0,1,0,0,0,0,0,0,2.0,Apple,Nord,BSNL,English,Android,17,app,app_store,4,1,74.9,organic,activation,ag1,none,0
100017,Fri,9,Android,1,1,Female,42.0,Mumbai,Maharashtra,0,1,0,0,1,0,0,0,2.1,Xiaomi,Y21,Other,Marathi,Android,15,app,play_store,1,4,66.5,organic,generic,ag1,crm,0
100018,Tue,10,Android,1,1,Female,25.0,Bangalore,Rajasthan,0,0,0,0,0,0,0,0,1.0,Oppo,Y21,Vi,Marathi,Android,14,app,app_store,4,1,326.3,google,generic,ag3,paid,0
100019,Thu,8,Android,0,1,Female,38.0,Unknown,Delhi,1,0,0,0,0,1,0,0,2.1,Samsung,iPhone 13,Other,Hindi,Android,14,app,play_store,9,2,182.9,google,activation,none,none,0
100020,Sat,8,iOS,1,1,Female,19.0,Unknown,MP,0,0,0,0,0,0,0,0,1.1,Vivo,Reno,Vi,English,Android,11,app,app_store,11,4,88.1,organic,remarketing,none,none,1
100021,Sat,4,iOS,0,1,Male,20.0,Mumbai,Karnataka,0,0,0,1,1,0,0,0,1.1,Oppo,A12,Airtel,English,Android,14,app,app_store,11,3,341.0,google,generic,ag2,paid,1
100022,Tue,0,Android,0,1,Female,45.0,Pune,Unknown,0,0,0,0,0,0,0,0,1.0,Vivo,A12,BSNL,Bengali,Android,16,app,play_store,10,3,414.9,influencer,activation,ag1,paid,0
100023,Thu,16,Android,1,1,Unknown,30.0,Indore,Maharashtra,0,0,0,0,0,0,0,0,1.0,OnePlus,iPhone 13,BSNL,English,iOS,11,app,play_store,13,4,917.7,referral,generic,ag1,none,0
100024,Fri,21,Android,0,4,Unknown,26.0,Mumbai,Unknown,0,0,0,1,0,0,0,0,1.2,OnePlus,Reno,Vi,Bengali,Android,11,app,play_store,6,5,242.6,google,remarketing,ag2,organic,0
100025,Mon,1,Android,0,1,Female,41.0,Indore,Karnataka,1,0,0,0,0,0,0,1,2.0,OnePlus,Reno,Jio,Bengali,Android,16,app,app_store,6,4,95.6,referral,generic,ag1,organic,0
100026,Thu,23,iOS,0,2,Male,40.0,Delhi,Maharashtra,1,1,0,0,0,1,0,0,2.0,Oppo,Y21,Vi,Marathi,Android,17,app,app_store,8,4,238.1,organic,remarketing,ag2,none,1
100027,Tue,12,Android,0,1,Female,37.0,Indore,Unknown,0,1,0,0,0,1,0,0,2.1,OnePlus,Y21,Airtel,Marathi,Android,17,app,play_store,10,0,165.7,organic,activation,ag2,paid,0
100028,Sat,8,Android,1,1,Female,25.0,Bangalore,Rajasthan,0,0,0,0,0,0,1,0,2.0,Apple,iPhone 13,BSNL,Hindi,Android,17,web,play_store,6,2,971.8,organic,none,ag1,crm,0
100029,Fri,3,Android,1,1,Female,28.0,Pune,Karnataka,0,0,0,0,0,0,0,0,1.0,Xiaomi,Note 10,BSNL,Hindi,Android,11,app,play_store,5,2,354.0,google,none,ag1,paid,0
100030,Thu,4,Android,0,1,Male,32.0,Jaipur,Karnataka,1,0,0,0,0,0,1,0,2.1,Vivo,Y21,Other,Tamil,Android,16,app,play_store,3,3,875.0,organic,activation,none,organic,0
100031,Mon,10,Android,0,3,Unknown,36.0,Mumbai,MP,0,0,0,1,0,0,0,0,2.0,Vivo,A12,Vi,Bengali,iOS,14,app,play_store,9,0,302.1,organic,generic,ag1,paid,0
100032,Mon,23,Android,1,1,Male,26.0,Jaipur,Maharashtra,0,0,0,1,0,0,0,0,1.2,Vivo,Note 10,Airtel,Tamil,Android,15,app,play_store,8,3,544.3,influencer,brand,ag1,crm,0
100033,Wed,18,Web,1,3,Male,31.0,Pune,Maharashtra,1,0,0,1,0,0,0,0,1.0,Oppo,Nord,Other,Hindi,Android,12,app,web,4,8,228.0,organic,generic,ag3,paid,0
100034,Wed,20,iOS,0,1,Male,32.0,Indore,Rajasthan,0,0,1,0,0,0,0,0,1.0,Vivo,iPhone 13,Jio,English,iOS,16,web,play_store,9,6,265.0,google,remarketing,none,crm,0
100035,Sun,2,Android,0,2,Female,40.0,Mumbai,Karnataka,0,0,0,0,0,0,1,0,2.0,Oppo,Y21,Other,Tamil,Android,13,app,play_store,8,3,37.4,influencer,remarketing,ag1,crm,0
100036,Tue,11,Android,1,1,Male,36.0,Pune,MP,0,0,0,0,1,0,0,1,1.2,Oppo,Y21,Airtel,Hindi,iOS,17,web,play_store,10,1,575.5,organic,activation,ag2,paid,0
100037,Thu,18,iOS,0,1,Male,18.0,Bangalore,Unknown,0,0,0,0,0,0,0,0,1.2,OnePlus,iPhone 13,Vi,Marathi,Android,16,web,play_store,9,2,797.3,referral,generic,none,organic,0
100038,Thu,18,Android,0,1,Female,28.0,Delhi,Delhi,0,0,0,0,0,0,0,0,1.1,Apple,Reno,Jio,Bengali,Android,11,app,play_store,7,5,124.6,influencer,remarketing,ag2,crm,1
100039,Sun,12,Android,0,1,Female,23.0,Unknown,MP,0,0,1,0,0,1,0,1,1.0,OnePlus,Reno,BSNL,Tamil,iOS,14,app,play_store,11,2,365.0,referral,remarketing,ag2,none,0
100040,Sat,6,Android,0,1,Female,35.0,Delhi,Unknown,0,0,0,0,0,1,0,0,1.0,Oppo,Y21,Other,Hindi,Android,12,app,play_store,8,5,185.4,referral,activation,ag3,organic,0
100041,Sat,14,iOS,0,1,Male,37.0,Bangalore,MP,0,0,0,0,0,0,0,0,2.0,OnePlus,Y21,Airtel,Tamil,Android,14,app,app_store,4,4,368.6,google,brand,none,organic,0
100042,Sun,22,Android,0,1,Female,31.0,Jaipur,Unknown,1,0,0,0,1,0,0,0,2.0,Samsung,Reno,Vi,Tamil,Android,16,app,play_store,10,2,352.8,meta,none,none,paid,1
100043,Sat,6,Android,1,3,Male,28.0,Delhi,MP,1,1,0,0,0,0,0,0,1.2,Vivo,Reno,Other,Hindi,iOS,17,app,play_store,8,3,169.7,meta,generic,none,none,1
100044,Wed,7,iOS,0,1,Male,31.0,Bangalore,MP,0,1,0,0,0,1,1,0,1.0,Xiaomi,A12,Airtel,Hindi,Android,14,app,app_store,8,6,386.5,organic,brand,ag1,paid,0
100045,Thu,4,iOS,0,1,Male,32.0,Indore,Karnataka,0,0,0,0,0,0,0,0,2.0,Vivo,A12,Jio,Bengali,Android,13,web,play_store,3,3,214.6,organic,generic,ag3,crm,0
100046,Sun,20,iOS,0,1,Female,25.0,Jaipur,MP,0,0,0,0,0,0,0,0,1.2,Samsung,Y21,Other,Tamil,Android,11,app,app_store,4,2,446.2,influencer,none,none,paid,0
100047,Thu,13,Android,1,1,Male,20.0,Jaipur,Unknown,0,0,0,0,0,0,0,0,1.0,OnePlus,Y21,Other,English,Android,14,app,play_store,5,2,181.6,meta,generic,ag3,paid,0
100048,Mon,3,Android,0,1,Male,18.0,Unknown,Unknown,0,0,0,0,0,0,0,0,1.1,Oppo,Y21,Vi,Tamil,Android,13,app,play_store,7,3,199.4,organic,activation,ag3,none,1
100049,Wed,22,iOS,0,1,Male,40.0,Bangalore,Maharashtra,0,1,0,0,0,1,0,0,1.0,OnePlus,Reno,Airtel,Marathi,Android,14,app,play_store,5,1,94.5,influencer,generic,ag1,crm,0
100050,Fri,9,iOS,0,1,Male,34.0,Delhi,Unknown,1,0,0,0,0,0,1,0,1.1,Apple,Y21,Airtel,Hindi,Android,12,app,play_store,6,6,514.4,referral,activation,ag1,paid,0
100051,Wed,19,Android,1,1,Unknown,33.0,Unknown,Maharashtra,0,0,0,0,0,0,0,0,1.0,Oppo,Note 10,BSNL,Marathi,iOS,15,app,play_store,7,1,72.4,organic,brand,ag3,organic,0
100052,Sun,14,Android,0,1,Unknown,40.0,Unknown,Unknown,0,1,0,0,0,1,0,0,1.2,Apple,A12,BSNL,Marathi,Android,15,app,play_store,9,2,154.1,referral,none,ag3,none,0
100053,Fri,17,iOS,0,1,Male,20.0,Indore,MP,1,0,0,0,0,0,0,1,1.0,Xiaomi,Y21,Airtel,Tamil,Android,11,web,app_store,8,3,92.5,organic,activation,ag2,crm,0
100054,Mon,19,iOS,0,1,Male,18.0,Jaipur,Unknown,0,0,0,0,0,0,0,0,2.0,Vivo,Y21,Other,Tamil,Android,15,app,web,2,2,624.0,meta,none,none,crm,0
100055,Sun,12,Android,1,1,Male,33.0,Bangalore,Maharashtra,0,0,0,0,0,0,0,0,1.2,Oppo,A12,Jio,Tamil,Android,13,app,play_store,5,3,325.7,organic,none,ag3,paid,0
100056,Tue,7,Android,0,1,Female,32.0,Bangalore,Karnataka,0,0,0,1,0,1,0,0,1.1,Apple,Reno,BSNL,Tamil,Android,13,app,play_store,8,3,279.5,organic,generic,ag2,crm,0
100057,Thu,8,Android,1,1,Male,18.0,Unknown,Delhi,0,0,0,0,0,0,1,0,1.0,Apple,Reno,BSNL,Bengali,Android,15,app,play_store,4,4,401.1,referral,remarketing,ag3,none,0
100058,Mon,15,Android,1,1,Male,33.0,Jaipur,MP,1,0,0,1,0,0,0,0,1.1,Samsung,Nord,Jio,Marathi,Android,17,app,play_store,7,6,56.6,google,activation,ag1,none,0
100059,Thu,18,Android,1,1,Male,27.0,Jaipur,Unknown,0,0,0,0,0,0,0,0,2.0,Samsung,Y21,Vi,English,Android,13,app,play_store,8,4,156.7,influencer,brand,none,paid,0
100060,Sat,15,Android,0,1,Male,24.0,Indore,Maharashtra,0,0,0,0,0,1,0,0,1.2,Vivo,iPhone 13,Other,Bengali,Android,14,app,play_store,10,5,512.5,organic,activation,ag1,crm,0
100061,Tue,6,Android,1,4,Male,27.0,Jaipur,Maharashtra,1,0,0,0,0,0,0,0,1.1,Apple,Note 10,BSNL,Marathi,Android,14,app,play_store,7,6,286.8,referral,none,ag1,organic,0
100062,Tue,13,Android,0,1,Male,18.0,Mumbai,Karnataka,0,1,0,0,1,0,0,0,2.1,Xiaomi,Reno,Vi,Hindi,Android,13,app,play_store,6,2,529.0,google,remarketing,ag1,paid,0
100063,Mon,13,Android,0,1,Male,25.0,Delhi,Unknown,0,1,0,0,1,0,0,0,1.0,Apple,Nord,Airtel,Tamil,Android,16,app,web,8,5,360.5,influencer,generic,ag3,none,0
100064,Tue,3,iOS,1,1,Male,24.0,Jaipur,Karnataka,0,0,0,0,0,0,0,0,1.1,Apple,Nord,BSNL,Tamil,iOS,12,app,app_store,6,1,322.2,meta,activation,ag1,paid,0
100065,Fri,14,Android,0,1,Unknown,34.0,Mumbai,Delhi,1,1,0,0,1,0,0,0,2.1,Oppo,A12,Jio,Tamil,iOS,11,app,web,8,2,403.7,influencer,generic,none,paid,0
100066,Tue,2,Android,0,1,Male,29.0,Indore,Unknown,0,1,0,0,1,1,0,0,2.1,Oppo,Reno,Airtel,Marathi,Android,13,app,app_store,10,3,234.2,influencer,remarketing,ag1,paid,0
100067,Thu,4,iOS,0,1,Male,35.0,Indore,Rajasthan,0,1,1,0,0,0,0,0,2.0,Samsung,Note 10,Airtel,Hindi,Android,11,app,web,9,2,96.4,organic,brand,ag1,paid,0
100068,Thu,0,Android,0,3,Unknown,18.0,Pune,Rajasthan,0,1,0,0,1,0,0,0,1.1,Oppo,iPhone 13,Other,Hindi,iOS,15,app,play_store,3,1,124.6,google,none,none,organic,0
100069,Sun,2,Web,0,1,Female,23.0,Pune,Unknown,1,1,0,0,0,0,0,0,2.0,Apple,Note 10,Vi,Bengali,iOS,12,app,app_store,10,5,280.4,meta,remarketing,none,organic,1
100070,Thu,14,iOS,1,1,Male,34.0,Indore,Rajasthan,1,0,0,0,0,0,0,0,1.0,Oppo,Nord,Other,Bengali,Android,14,app,play_store,5,4,140.8,google,none,ag2,paid,0
100071,Sun,23,Android,1,1,Female,28.0,Pune,Delhi,0,0,0,0,1,0,0,0,1.2,Samsung,Nord,Airtel,Marathi,Android,17,app,play_store,5,4,658.4,referral,brand,ag1,none,1
100072,Thu,7,Web,1,4,Male,37.0,Bangalore,MP,1,0,0,1,0,0,0,0,2.1,Vivo,Note 10,Other,Bengali,Android,13,app,play_store,11,1,468.9,google,none,ag2,crm,0
100073,Fri,3,Android,0,1,Female,18.0,Mumbai,Rajasthan,1,0,0,0,0,0,0,0,1.1,OnePlus,A12,Jio,Bengali,iOS,16,app,play_store,7,5,732.4,google,remarketing,ag1,none,1
100074,Sun,1,Android,1,1,Unknown,36.0,Indore,Rajasthan,0,1,0,0,1,0,0,0,1.0,Xiaomi,A12,BSNL,Tamil,Android,12,app,play_store,9,1,496.8,referral,none,ag3,none,0
100075,Wed,23,Android,0,1,Male,25.0,Bangalore,Unknown,0,0,0,0,0,0,0,0,1.1,OnePlus,Nord,Jio,Bengali,Android,11,app,app_store,9,2,132.8,influencer,none,ag1,organic,0
100076,Sat,23,Android,0,1,Male,24.0,Delhi,Maharashtra,0,1,1,0,0,0,0,0,2.1,OnePlus,iPhone 13,Airtel,Bengali,Android,13,app,play_store,9,4,106.0,google,none,ag3,crm,0
100077,Mon,9,iOS,0,1,Male,38.0,Delhi,Maharashtra,0,1,0,0,0,0,0,0,1.2,Apple,Nord,Other,Bengali,Android,14,app,play_store,12,2,112.0,meta,activation,ag1,crm,0
100078,Thu,3,Android,0,3,Female,39.0,Pune,MP,1,0,0,1,0,0,1,0,1.0,Xiaomi,Note 10,Vi,Marathi,Android,14,app,app_store,12,3,535.3,google,none,none,none,0
100079,Tue,2,Android,0,1,Female,38.0,Pune,Unknown,0,0,0,0,0,1,0,0,2.1,OnePlus,Y21,Vi,Bengali,Android,17,app,web,5,4,195.3,referral,none,ag1,paid,0
100080,Thu,1,Android,0,1,Female,46.0,Bangalore,Karnataka,0,0,0,1,0,0,0,0,1.0,OnePlus,Y21,Airtel,English,iOS,13,app,play_store,8,2,327.2,influencer,none,ag2,crm,1
100081,Tue,16,Android,0,1,Male,40.0,Delhi,Delhi,0,0,0,1,0,0,0,0,1.1,Vivo,iPhone 13,BSNL,English,Android,13,app,web,15,6,150.3,google,brand,ag3,crm,0
100082,Sat,22,Android,0,1,Male,24.0,Jaipur,Rajasthan,1,1,0,0,0,0,0,0,2.1,Apple,iPhone 13,Other,Bengali,Android,12,app,app_store,11,3,262.6,meta,generic,none,paid,1
100083,Sat,20,Android,0,1,Female,31.0,Indore,Unknown,0,1,0,0,0,0,1,0,2.1,Xiaomi,iPhone 13,Jio,English,Android,14,app,play_store,10,5,731.7,influencer,activation,ag2,paid,0
100084,Sat,23,iOS,1,1,Male,27.0,Jaipur,Unknown,0,0,0,0,0,0,0,0,2.1,Vivo,A12,Jio,Tamil,Android,17,app,play_store,16,4,730.5,organic,remarketing,ag3,paid,1
100085,Tue,19,Android,1,1,Male,46.0,Mumbai,Delhi,1,0,0,0,0,0,0,1,1.2,Apple,Nord,Vi,Marathi,iOS,11,app,app_store,7,3,253.1,influencer,generic,ag2,paid,0
100086,Thu,22,iOS,0,1,Male,39.0,Unknown,Maharashtra,0,0,0,1,0,0,1,0,2.1,Vivo,Note 10,Jio,Bengali,Android,14,web,play_store,9,2,558.1,referral,activation,ag2,organic,1
100087,Sat,12,Android,0,1,Female,28.0,Pune,Delhi,1,0,1,0,0,0,0,0,1.0,OnePlus,Nord,BSNL,English,iOS,13,app,web,10,3,774.5,organic,generic,ag2,crm,0
100088,Fri,4,iOS,1,1,Female,37.0,Bangalore,Maharashtra,0,1,0,0,0,0,0,0,2.1,Apple,Note 10,Airtel,Tamil,iOS,17,app,play_store,10,4,77.3,influencer,generic,ag3,none,0
100089,Sun,20,Android,0,1,Female,20.0,Jaipur,Delhi,0,0,0,0,1,1,0,0,1.2,Apple,Y21,Other,Tamil,iOS,11,web,play_store,4,4,389.3,google,none,ag3,none,0
100090,Tue,8,Android,1,1,Male,32.0,Pune,Maharashtra,0,0,0,0,0,0,0,1,1.2,OnePlus,Nord,Jio,Bengali,iOS,13,app,play_store,9,2,232.6,referral,generic,ag3,none,1
100091,Tue,21,Android,0,1,Unknown,22.0,Bangalore,Delhi,0,0,0,0,0,1,1,0,1.1,Vivo,Note 10,Airtel,Tamil,Android,14,app,play_store,6,6,112.8,influencer,generic,none,none,1
100092,Thu,5,iOS,1,4,Female,18.0,Delhi,Rajasthan,0,0,0,0,0,0,0,0,1.0,Samsung,Note 10,Other,Tamil,iOS,12,app,app_store,12,6,299.0,influencer,remarketing,ag2,paid,0
100093,Tue,4,Android,0,1,Male,36.0,Pune,Rajasthan,0,0,0,0,1,0,0,0,2.0,Xiaomi,Y21,Airtel,Bengali,iOS,11,app,play_store,12,3,357.1,organic,remarketing,ag1,none,0
100094,Tue,9,Web,0,1,Male,37.0,Unknown,MP,1,0,1,0,1,0,0,0,1.0,Samsung,Reno,Jio,English,Android,12,app,play_store,9,5,218.8,referral,brand,ag2,crm,0
100095,Sat,7,Android,1,1,Male,34.0,Jaipur,Delhi,0,0,0,0,0,0,0,0,2.0,Oppo,Nord,Airtel,Hindi,Android,17,app,app_store,15,3,496.9,referral,activation,ag3,none,1
100096,Thu,6,Android,0,1,Unknown,29.0,Bangalore,Karnataka,0,0,0,0,0,0,0,0,1.0,Xiaomi,Nord,BSNL,Marathi,iOS,17,app,play_store,5,5,416.3,referral,none,ag2,paid,1
100097,Sat,6,Android,0,1,Male,20.0,Bangalore,MP,0,0,0,0,0,0,0,0,2.1,Apple,A12,Vi,Bengali,Android,16,app,play_store,8,2,286.3,organic,remarketing,ag3,paid,0
100098,Sun,5,Web,0,1,Male,21.0,Jaipur,Delhi,0,0,0,0,0,0,0,0,2.0,OnePlus,Nord,Other,English,Android,17,app,play_store,8,2,520.0,google,generic,none,organic,0
100099,Sun,20,Android,1,2,Male,22.0,Unknown,Karnataka,1,1,0,1,1,0,0,0,1.0,Xiaomi,Y21,Other,Tamil,Android,15,app,app_store,4,5,333.8,google,remarketing,ag2,none,1
100100,Sat,19,iOS,0,1,Female,28.0,Pune,Rajasthan,0,0,0,1,0,0,0,0,1.1,Xiaomi,Note 10,BSNL,Hindi,iOS,16,app,play_store,3,2,237.8,meta,activation,ag2,none,0
100101,Sun,2,iOS,0,1,Male,39.0,Mumbai,Rajasthan,0,0,0,0,0,1,0,1,1.2,Oppo,Y21,Airtel,Tamil,Android,16,app,play_store,9,4,364.3,influencer,generic,ag3,crm,1
100102,Thu,18,Android,0,1,Male,38.0,Indore,Unknown,0,0,0,1,0,0,0,0,1.0,OnePlus,Y21,Other,Hindi,Android,11,app,play_store,7,3,266.5,meta,remarketing,ag3,crm,0
100103,Mon,21,Android,0,3,Male,18.0,Unknown,Rajasthan,0,1,0,0,0,0,0,0,1.0,Samsung,Y21,Vi,Hindi,Android,14,app,play_store,10,7,667.9,organic,generic,ag1,crm,0
100104,Sat,14,iOS,1,1,Male,24.0,Delhi,Unknown,1,0,0,1,0,0,0,0,1.2,Apple,Nord,Jio,English,Android,16,app,play_store,4,4,72.3,meta,generic,none,organic,0
100105,Fri,3,Android,0,1,Male,24.0,Jaipur,Karnataka,1,0,0,0,0,1,0,0,2.0,Xiaomi,iPhone 13,Other,Bengali,iOS,12,app,play_store,8,3,236.4,organic,activation,ag3,organic,0
100106,Fri,11,iOS,0,1,Male,18.0,Unknown,Maharashtra,0,0,0,0,0,0,0,1,2.0,Samsung,Y21,BSNL,English,Android,16,app,play_store,10,6,181.0,google,activation,ag1,none,0
100107,Tue,5,Android,0,1,Female,35.0,Jaipur,Delhi,0,1,0,0,0,0,0,0,2.1,Oppo,Note 10,BSNL,Bengali,Android,17,app,app_store,9,1,599.5,google,generic,ag1,organic,0
100108,Sun,18,Android,0,1,Female,28.0,Pune,MP,0,0,0,1,0,0,0,0,2.1,Samsung,A12,Vi,English,iOS,17,app,play_store,5,4,49.7,meta,generic,ag3,crm,0
100109,Fri,3,iOS,0,1,Female,29.0,Pune,Unknown,0,1,1,0,0,0,0,0,2.1,Oppo,Nord,BSNL,Hindi,iOS,12,app,play_store,11,2,470.7,meta,generic,none,paid,0
100110,Tue,14,Android,0,1,Male,41.0,Mumbai,MP,0,0,0,0,0,0,0,0,1.1,OnePlus,iPhone 13,Airtel,English,Android,14,app,web,8,5,237.6,organic,remarketing,ag2,paid,0
100111,Mon,8,Android,0,1,Female,31.0,Delhi,Rajasthan,0,0,0,0,0,0,0,0,1.2,Xiaomi,iPhone 13,Other,Marathi,Android,13,app,play_store,5,4,299.3,organic,generic,ag1,organic,0
100112,Thu,4,Android,1,1,Male,27.0,Pune,Maharashtra,1,0,0,0,0,0,1,0,2.0,Apple,Y21,Other,Bengali,Android,15,app,app_store,12,6,63.4,meta,generic,ag2,paid,0
100113,Thu,12,Android,0,1,Male,35.0,Mumbai,Unknown,0,0,0,0,1,1,0,1,1.1,Samsung,Note 10,Other,Bengali,Android,14,app,play_store,14,2,1193.4,influencer,none,ag2,crm,0
100114,Thu,22,Android,1,1,Unknown,38.0,Jaipur,Delhi,0,0,0,0,0,1,0,0,2.1,Oppo,A12,Airtel,English,iOS,12,app,play_store,13,3,371.8,influencer,none,ag3,paid,0
100115,Fri,17,iOS,0,1,Female,32.0,Indore,Unknown,1,0,0,0,0,1,0,0,1.2,Apple,iPhone 13,Airtel,Hindi,Android,11,app,play_store,9,0,210.7,google,remarketing,ag2,organic,0
100116,Mon,4,Android,0,1,Female,36.0,Bangalore,Delhi,1,0,0,0,0,0,0,1,2.1,Xiaomi,Nord,Other,Hindi,Android,16,app,web,5,2,756.8,organic,remarketing,none,crm,0
100117,Fri,15,Android,0,3,Female,29.0,Indore,MP,0,0,0,1,0,0,0,1,1.0,Samsung,Note 10,Other,Tamil,Android,15,app,play_store,12,2,527.1,google,brand,ag3,crm,1
100118,Sun,18,Android,0,1,Unknown,29.0,Indore,MP,1,0,0,0,1,0,0,1,2.1,Vivo,Nord,BSNL,English,Android,14,app,play_store,8,2,461.6,referral,activation,ag3,paid,0
100119,Fri,13,Android,1,1,Female,31.0,Indore,MP,1,0,0,0,0,0,0,0,1.2,Apple,Y21,Jio,Tamil,iOS,12,web,play_store,7,4,639.3,organic,remarketing,none,none,1
100120,Mon,15,Android,1,1,Female,24.0,Indore,Delhi,0,0,0,0,0,0,0,0,2.0,Samsung,A12,Airtel,Hindi,Android,15,app,play_store,9,4,128.4,referral,remarketing,ag2,crm,0
100121,Mon,14,iOS,1,1,Female,25.0,Bangalore,Unknown,1,0,0,0,0,1,0,0,1.2,Oppo,Nord,BSNL,Tamil,Android,13,app,play_store,10,3,40.7,organic,generic,none,paid,0
100122,Sun,21,iOS,0,1,Male,41.0,Jaipur,MP,0,0,0,1,0,0,0,0,2.0,Vivo,A12,Other,Bengali,Android,16,app,app_store,7,4,335.5,google,remarketing,none,crm,0
100123,Mon,3,Android,0,1,Male,46.0,Delhi,Delhi,0,0,0,0,0,0,0,0,1.2,Apple,Nord,Other,Bengali,Android,16,app,app_store,8,0,181.1,influencer,activation,none,organic,0
100124,Mon,6,Android,0,1,Female,43.0,Delhi,Rajasthan,0,0,0,0,0,0,0,1,1.2,OnePlus,iPhone 13,Other,Marathi,Android,16,app,app_store,12,4,621.7,google,activation,ag3,crm,0
100125,Thu,15,Android,1,1,Male,19.0,Jaipur,Unknown,1,0,0,0,0,0,0,0,2.0,OnePlus,Reno,Jio,Bengali,Android,17,app,play_store,7,6,418.3,meta,activation,none,organic,0
100126,Sun,23,Android,0,2,Male,19.0,Mumbai,Unknown,0,0,1,0,0,0,0,0,1.0,Vivo,iPhone 13,Airtel,Marathi,Android,15,app,play_store,8,2,92.3,google,remarketing,ag3,organic,0
